,index,Unnamed: 0,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed
0,1824,1824,1824,3,366.2246610716591,270.95287282117494,1549,1830,29,False,5
1,1825,1825,1825,4,358.2672750977836,256.96219035202085,1534,1831,29,False,5
2,1826,1826,1826,4,345.95193977996524,247.7127967573828,1727,1832,29,False,5
3,1827,1827,1827,4,331.23934226552984,241.11205846528625,1642,1833,29,False,5
4,1828,1828,1828,4,315.01045510455106,239.3573185731857,1626,1834,29,False,5
5,1829,1829,1829,4,298.7844878626406,242.4221432800473,1689,1835,29,False,5
6,1830,1830,1830,4,284.6430995475113,249.6351809954751,1768,1836,29,False,5
7,1831,1831,1831,4,272.8017142857143,261.03657142857145,1750,1837,29,False,5
8,1832,1832,1832,4,265.73585941790225,275.0439319055464,1821,1838,29,False,5
9,1833,1833,1833,4,262.639180962922,290.5030437188711,1807,1839,29,False,5
10,1834,1834,1834,4,264.1621621621622,306.7551020408163,1813,1840,29,False,5
11,1835,1835,1835,4,270.3681868743048,321.7413793103448,1798,1841,29,False,5
