,index,Unnamed: 0,id,x,y,size,frame,track,ignore,track_fixed
0,372,439,5,528.0034202650705,290.73834972210346,2339,440,2,False,5
1,373,440,5,538.2352688172043,293.42279569892474,2325,441,2,False,5
2,374,441,5,548.2126217704363,293.8576874205845,2361,442,2,False,5
3,375,442,5,554.0974882928906,294.9995742869306,2349,443,2,False,5
4,376,443,5,562.5566652192792,290.97742075553623,2303,444,2,False,5
5,377,444,5,572.0076923076923,284.6814479638009,2210,445,2,False,5
6,378,445,5,579.25,276.5450680272109,2352,446,2,False,5
7,379,446,5,584.5758606034849,267.483212919677,2353,447,2,False,5
8,380,447,5,588.4019524617996,257.4957555178268,2356,448,2,False,5
9,381,448,5,589.756263269639,246.4004246284501,2355,449,2,False,5
10,382,449,5,588.7070707070707,235.12373737373736,2376,450,2,False,5
11,383,450,5,585.1063377286262,224.06380263717568,2351,451,2,False,5
