,index,Unnamed: 0,id,x,y,size,frame,track,ignore,track_fixed
0,1116,1183,3,362.5313837375178,295.8202567760342,1402,1188,29,False,5
1,1117,1184,3,359.61048440610483,303.8467153284672,1507,1189,29,False,5
2,1118,1185,3,357.45874587458746,313.5696369636964,1515,1190,29,False,5
3,1119,1186,3,357.0919689119171,321.7234455958549,1544,1191,29,False,5
4,1120,1187,3,358.0528662420382,329.8668789808917,1570,1192,29,False,5
5,1121,1188,3,359.59804560260585,336.90814332247555,1535,1193,29,False,5
6,1122,1189,3,362.9345006485085,344.5252918287938,1542,1194,29,False,5
7,1123,1190,3,366.43324937027705,349.58123425692696,1588,1195,29,False,5
8,1124,1191,3,371.42209807572937,355.5816263190565,1611,1196,29,False,5
9,1125,1192,3,376.9898446833931,359.2700119474313,1674,1197,29,False,5
10,1126,1193,3,384.7133251833741,364.338630806846,1636,1198,29,False,5
11,1127,1194,3,393.4910216718266,367.97770897832817,1615,1199,29,False,5
