,index,Unnamed: 0,id,x,y,size,frame,track,ignore,track_fixed
0,948,1015,4,466.0437424058324,354.1518833535844,2469,1018,29,False,5
1,949,1016,4,465.855252606255,354.2405773857257,2494,1019,29,False,5
2,950,1017,4,465.7230636088274,353.9407183037646,2311,1020,29,False,5
3,951,1018,4,465.8436230706743,354.11210398050366,2462,1021,29,False,5
4,952,1019,4,465.97299476017736,354.12615880693266,2481,1022,29,False,5
5,953,1020,4,466.0811138014528,353.93987086359965,2478,1023,29,False,5
6,954,1021,4,466.2637139374238,354.20845184884195,2461,1024,29,False,5
7,955,1022,4,466.4445354072861,354.2836676217765,2443,1025,29,False,5
8,956,1023,4,466.1168566775244,354.5472312703583,2456,1026,29,False,5
9,957,1024,4,466.4164609053498,354.7267489711934,2430,1027,29,False,5
10,958,1025,4,466.5513905683192,354.8210399032648,2481,1028,29,False,5
11,959,1026,4,466.770325203252,354.9024390243902,2460,1029,29,False,5
