,index,Unnamed: 0,id,x,y,size,frame,track,ignore,track_fixed
0,60,127,4,630.6065197428834,203.17998163452708,2178,128,2,False,5
1,61,128,4,626.1521035598705,191.4604715672677,2163,129,2,False,5
2,62,129,4,619.2802068641279,181.52656323460272,2127,130,2,False,5
3,63,130,4,608.9201503053076,173.58478158759982,2129,131,2,False,5
4,64,131,4,597.5655539429124,168.24189646831155,2067,132,2,False,5
5,65,132,4,585.5276243093923,168.0778084714549,2172,133,2,False,5
6,66,133,4,573.2997185741089,169.8672607879925,2132,134,2,False,5
7,67,134,5,562.0506142506142,175.10958230958232,2035,135,2,False,5
8,68,135,4,553.9769452449568,184.3472622478386,2082,136,2,False,5
9,69,136,4,547.3648585999073,195.49652294853965,2157,137,2,False,5
10,70,137,4,543.9625173530773,207.6973623322536,2161,138,2,False,5
11,71,138,5,543.5451180009255,220.3655714946784,2161,139,2,False,5
