,index,Unnamed: 0,id,x,y,size,frame,track,ignore,track_fixed
0,1572,1639,2,300.89453961456104,330.34261241970023,1868,1645,29,False,5
1,1573,1640,2,314.8063840920984,334.7158555729984,1911,1646,29,False,5
2,1574,1641,2,329.07458563535914,336.0436464088398,1810,1647,29,False,5
3,1575,1642,2,342.52125897294314,334.26062948647154,1811,1648,29,False,5
4,1576,1643,2,355.51666666666665,328.1566666666667,1800,1649,29,False,5
5,1577,1644,3,365.6991150442478,319.78289085545725,1695,1650,29,False,5
6,1578,1645,2,373.0723955267805,309.08122424955855,1699,1651,29,False,5
7,1579,1646,2,379.6294277929155,293.7384196185286,1468,1652,29,False,5
8,1580,1647,2,380.3800131492439,278.0940170940171,1521,1653,29,False,5
9,1581,1648,2,378.047520661157,263.2568870523416,1452,1654,29,False,5
10,1582,1649,2,371.45352669742914,250.24060646011864,1517,1655,29,False,5
11,1583,1650,2,361.7728130899937,238.3650094398993,1589,1656,29,False,5
