,index,Unnamed: 0,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed
0,1812,1812,1812,3,269.8850252383623,282.31183398766126,1783,1818,29,False,5
1,1813,1813,1813,3,269.53200883002205,296.96578366445914,1812,1819,29,False,5
2,1814,1814,1814,3,275.04180238870794,312.3621064060804,1842,1820,29,False,5
3,1815,1815,1815,3,283.6873977086743,325.4986361156574,1833,1821,29,False,5
4,1816,1816,1816,3,295.8614623419461,335.54645409565694,1819,1822,29,False,5
5,1817,1817,1817,3,310.8514513375071,341.0221969265794,1757,1823,29,False,5
6,1818,1818,1818,3,326.13986409966026,341.7638731596829,1766,1824,29,False,5
7,1819,1819,1819,3,340.4628726287263,337.42547425474254,1845,1825,29,False,5
8,1820,1820,1820,3,353.24301675977654,329.95754189944137,1790,1826,29,False,5
9,1821,1821,1821,3,363.4478054567023,318.65302491103205,1686,1827,29,False,5
10,1822,1822,1822,3,369.1534328358209,303.40417910447763,1675,1828,29,False,5
11,1823,1823,1823,3,370.5745672436751,286.5639147802929,1502,1829,29,False,5
