,Unnamed: 0,index,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,36,36,1,633.8556891766882,254.004625346901,1081,37,1,False,1,0.0,0.0,0.0,0.0
1,1,37,37,1,628.2373505059797,260.261269549218,1087,38,1,False,1,-5.618338670708454,6.2566442023170055,-7.210340813150865,4.326928639505851
2,2,38,38,1,622.3795013850415,266.39242843951985,1083,39,1,False,1,-11.47618779164668,12.387803092618839,-14.612676988910014,8.46346400172039
3,3,39,39,1,616.3610851262863,273.93077642656687,1069,40,1,False,1,-17.494604050401904,19.926151079665857,-22.5824522511794,13.897680311951696
4,4,40,40,1,609.7650323774283,281.40610545790935,1081,41,1,False,1,-24.090656799259932,27.40148011100834,-31.085762891803864,19.101732977095672
5,5,41,41,1,603.8828996282527,288.1793680297397,1076,42,1,False,1,-29.972789548435458,34.17474268283868,-38.70020695156667,23.84481353793627
6,6,42,42,1,597.8180995475113,294.05701357466063,1105,43,1,False,1,-36.037589629176864,40.05238822775962,-46.225755586786654,27.678171714526158
7,7,43,43,1,594.504170528267,297.49119555143653,1079,44,1,False,1,-39.351518648421234,43.486570204535525,-50.403329061715425,29.985466939627173
8,8,44,44,1,591.7033976124885,300.66574839302115,1089,45,1,False,1,-42.152291564199686,46.66112304612014,-54.01407511415399,32.19558630621587
9,9,45,45,1,585.436974789916,308.0046685340803,1071,46,1,False,1,-48.418714386772194,54.00004318717927,-62.16221291289665,37.36623947973295
10,10,46,46,1,578.6483516483516,314.9441391941392,1092,47,1,False,1,-55.20733752833655,60.9395138472382,-70.69192944806291,42.001494923579926
11,11,47,47,1,572.2759889604416,321.4553817847286,1087,48,1,False,1,-61.57970021624658,67.45075643782761,-78.69782666345317,46.34993097305562
