,Unnamed: 0,index,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,48,48,1,565.6070110701107,327.8579335793358,1084,49,1,False,1,0.0,0.0,0.0,0.0
1,1,49,49,1,558.8701657458563,334.560773480663,1086,50,1,False,1,-6.736845324254432,6.702839901327195,-8.148671149485544,4.890021080046045
2,2,50,50,1,551.9862258953168,340.4003673094582,1089,51,1,False,1,-13.620785174793923,12.542433730122411,-16.232950979185272,8.906724154242474
3,3,51,51,1,545.6047575480329,345.608417200366,1093,52,1,False,1,-20.002253522077808,17.750483621030185,-23.67787024277743,12.430940250364415
4,4,52,52,1,538.9426456984273,350.4588344125809,1081,53,1,False,1,-26.664365371683402,22.600900833245134,-31.309395140043968,15.540620165019185
5,5,53,53,1,531.8604436229206,355.51756007393715,1082,54,1,False,1,-33.74656744719016,27.659626494601355,-39.39872715400189,18.75169461497071
6,6,54,54,1,524.7142857142857,360.0018552875696,1078,55,1,False,1,-40.892725355825064,32.14392170823379,-47.41227743636962,21.38977882327719
7,7,55,55,1,517.5801668211307,364.1028730305839,1079,56,1,False,1,-48.02684424898007,36.244939451248115,-55.322150746042865,23.658677925288675
8,8,56,56,1,510.6976744186047,368.2846511627907,1075,57,1,False,1,-54.90933665150601,40.42671758345489,-63.00713558838069,26.06636934880371
9,9,57,57,1,503.2279411764706,372.3759191176471,1088,58,1,False,1,-62.37906989364012,44.51798553831128,-71.2404734721863,28.245253347131666
10,10,58,58,1,497.5175276752768,375.8846863468635,1084,59,1,False,1,-68.0894833948339,48.02675276752768,-77.62611002298273,30.280914336729815
11,11,59,59,1,490.19981583793736,379.98710865561696,1086,60,1,False,1,-75.40719523217336,52.12917507628117,-85.7145471074997,32.50711308426047
