,Unnamed: 0,index,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,84,84,1,306.64904284412034,423.8195077484048,1097,85,1,False,1,0.0,0.0,0.0,0.0
1,1,85,85,1,300.2397447584321,424.2123974475843,1097,86,1,False,1,-6.409298085688249,0.39288969917947725,-5.506000089969582,3.3041530346192114
2,2,86,86,1,293.3992773261066,424.6540198735321,1107,87,1,False,1,-13.24976551801376,0.8345121251272758,-11.372118249260264,6.850373952870935
3,3,87,87,1,286.5240253853128,424.9002719854941,1103,88,1,False,1,-20.12501745880752,1.0807642370892836,-17.359193222951024,10.239276815367866
4,4,88,88,1,278.5013550135501,426.0252935862692,1107,89,1,False,1,-28.14768783057025,2.2057858378643687,-23.959180713004944,14.937050610188326
5,5,89,89,1,271.5350318471338,426.1037306642402,1099,90,1,False,1,-35.114010996986565,2.2842229158353575,-30.10445088562559,18.219041673498566
6,6,90,90,1,264.0072727272727,426.1963636363636,1100,91,1,False,1,-42.641770116847624,2.3768558879588113,-36.74135485147429,21.772525032440544
7,7,91,91,1,256.41885766092474,425.7506799637353,1103,92,1,False,1,-50.2301851831956,1.9311722153304913,-43.68031555172172,24.87631329126978
8,8,92,92,1,248.87218721872188,425.36993699369935,1111,93,1,False,1,-57.77685562539847,1.5504292452945378,-50.55228871364297,28.018475736829245
9,9,93,93,1,241.9511754068716,425.1808318264015,1106,94,1,False,1,-64.69786743724873,1.3613240779966986,-56.780724849427486,31.042173566726138
10,10,94,94,1,234.9981933152665,424.7118337850045,1107,95,1,False,1,-71.65084952885385,0.8923260365996839,-63.16659666358234,33.83225605694008
11,11,95,95,1,227.4731663685152,424.58586762075134,1118,96,1,False,1,-79.17587647560515,0.766359872346527,-69.90187924243888,37.19050956238328
