,Unnamed: 0,index,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,72,72,1,390.2224247948952,413.9115770282589,1097,73,1,False,1,0.0,0.0,0.0,0.0
1,1,73,73,1,384.75645756457567,414.6171586715867,1084,74,1,False,1,-5.465967230319507,0.7055816433278324,-4.72570812683202,2.8358994901656347
2,2,74,74,1,377.1611418047882,415.91528545119706,1086,75,1,False,1,-13.061282990106974,2.003708422938189,-11.165141044853467,7.067643612997168
3,3,75,75,1,369.1349862258953,417.14141414141415,1089,76,1,False,1,-21.087438568999858,3.22983711315527,-18.02818052078051,11.405990543964522
4,4,76,76,1,361.6832871652816,418.4903047091413,1083,77,1,False,1,-28.53913762961355,4.578727680882423,-24.31568762538091,15.626722596968332
5,5,77,77,1,353.8483197093551,419.2098092643052,1101,78,1,False,1,-36.374105085540066,5.298232236046317,-31.206474469968576,19.424282142622197
6,6,78,78,1,346.2259835315645,420.4336688014639,1093,79,1,False,1,-43.99644126333067,6.522091773205034,-37.70041325755858,23.598800078502205
7,7,79,79,1,343.58150183150184,420.543956043956,1092,80,1,False,1,-46.640922963393336,6.632379015697097,-40.07931002220969,24.759100436579946
8,8,80,80,1,335.8110599078341,421.6506912442396,1085,81,1,False,1,-54.4113648870611,7.739114215980749,-46.755868536418696,28.885624021752285
9,9,81,81,1,328.23266423357666,422.2007299270073,1096,82,1,False,1,-61.98976056131852,8.289152898748398,-53.47944462809905,32.42513642991371
10,10,82,82,1,321.97158570119154,422.576535288726,1091,83,1,False,1,-68.25083909370363,8.664958260467131,-59.0657851770484,35.27735194241529
11,11,83,83,1,314.3718181818182,423.2872727272728,1100,84,1,False,1,-75.85060661307699,9.375695699013932,-65.7445758817691,38.97266908409755
