,Unnamed: 0,index,Unnamed: 0.1,id,x,y,size,frame,track,x_shift,y_shift,x_rotate,y_rotate
0,0,0,0,1,864.5,2.3,20,5,1,0.0,0.0,0.0,0.0
1,1,1,1,1,857.8260869565217,5.304347826086956,115,6,1,-6.673913043478251,3.0043478260869563,0.062384267287787676,7.318697245768369
2,2,2,2,1,848.0,14.5,2,7,1,-16.5,12.2,4.522482287276919,20.015922510872848
3,3,3,3,1,839.8333333333334,19.72222222222222,18,8,1,-24.66666666666663,17.42222222222222,6.013824050875076,29.594124279830492
4,4,4,4,1,829.7142857142857,26.0,7,9,1,-34.785714285714334,23.7,7.685123774556963,41.384475240566836
5,5,5,5,1,820.8,32.2,15,10,1,-43.700000000000045,29.900000000000002,9.770389667971834,52.04074832029218
6,6,6,6,1,812.3478260869565,38.82608695652174,23,11,1,-52.1521739130435,36.526086956521745,12.431759249917214,62.44562141706831
7,7,7,7,1,804.4615384615385,46.07692307692308,39,12,1,-60.03846153846155,43.77692307692308,15.89286439972155,72.58410789670305
8,8,8,8,1,796.925,53.35,40,13,1,-67.57500000000005,51.050000000000004,19.51517154241098,82.41141428631278
9,9,9,9,1,788.65625,60.96875,32,14,1,-75.84375,58.66875,23.15902199174313,93.0481399116122
10,10,10,10,1,780.0952380952381,68.83333333333333,42,15,1,-84.40476190476193,66.53333333333333,26.910197357517674,104.05137939894618
11,11,11,11,1,772.6585365853658,76.95121951219512,41,16,1,-91.84146341463418,74.65121951219513,31.345989576257523,114.12750726395755
