,Unnamed: 0,index,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,36,36,2,109.41726618705036,243.06474820143885,139,43,2,False,2,0.0,0.0,0.0,0.0
1,1,37,37,2,97.47058823529412,250.1372549019608,153,44,2,False,2,-11.946677951756243,7.072506700521956,0.11833558196498295,13.882703692074815
2,2,38,38,2,85.92571428571429,257.0857142857143,175,45,2,False,2,-23.491551901336067,14.020966084275443,0.33112810262406,27.355636619337172
3,3,39,39,1,74.64406779661017,264.4491525423729,118,46,2,False,2,-34.773198390440186,21.384404340934026,1.03496428787264,40.80927497812597
4,4,40,40,1,62.112,272.216,125,47,2,False,2,-47.30526618705036,29.151251798561162,1.459872243471601,55.54684926693454
5,5,41,41,1,50.04166666666666,280.03125,96,48,2,False,2,-59.3755995203837,36.966501798561154,2.1584654897501636,69.90940637966806
6,6,42,42,1,38.60504201680672,287.4957983193277,119,49,2,False,2,-70.81222417024364,44.43105011788887,2.871933296297769,83.54783842599883
7,7,43,43,1,26.88235294117647,295.38655462184875,119,50,2,False,2,-82.5349132458739,52.3218064204099,3.810369895260827,97.6476544155571
8,8,44,44,1,14.47107438016529,303.10743801652893,121,51,2,False,2,-94.94619180688507,60.042689815090085,4.256172371504704,112.25768987292128
9,9,45,45,1,4.372549019607843,307.29411764705884,102,52,2,False,2,-105.04471716744251,64.22936944562,2.8066886567799756,123.09316391641673
