,Unnamed: 0,index,Unnamed: 0.1,id,x,y,size,frame,track,x_shift,y_shift,x_rotate,y_rotate
0,0,60,60,1,366.3928571428572,573.125,56,69,1,0.0,0.0,0.0,0.0
1,1,61,61,1,356.22727272727275,581.530303030303,66,70,1,-10.165584415584476,8.405303030303003,0.11243083839179757,13.189980471864745
2,2,62,62,1,346.27272727272725,590.6515151515151,66,71,1,-20.120129870129972,17.526515151515127,0.913553091355217,26.66765419185686
3,3,63,63,1,339.0740740740741,600.4074074074074,27,72,1,-27.318783068783148,27.28240740740739,3.9451970775031846,38.40678432676512
4,4,64,64,1,335.2058823529412,612.2941176470588,34,73,1,-31.186974789916007,39.16911764705878,10.730829037068883,48.9049740003324
5,5,65,65,1,327.5471698113208,625.3018867924528,53,74,1,-38.845687331536396,52.17688679245282,15.996062403459462,63.051890750369694
6,6,66,66,1,316.9516129032258,635.0645161290323,62,75,1,-49.44124423963143,61.93951612903231,16.890732576688094,77.43154036492075
7,7,67,67,1,307.4078947368421,642.6842105263158,76,76,1,-58.98496240601514,69.55921052631584,16.785637729064106,89.64347117951183
8,8,68,68,1,296.9,651.0333333333333,90,77,1,-69.49285714285725,77.9083333333333,16.638595727442066,103.06368288041179
9,9,69,69,1,286.8941176470588,659.3058823529411,85,78,1,-79.49873949579842,86.18088235294113,16.748712282471892,116.04600252241038
10,10,70,70,1,276.51851851851853,667.6203703703703,108,79,1,-89.87433862433869,94.49537037037032,16.658220978382936,129.34170030748444
11,11,71,71,1,265.9142857142857,676.1,70,80,1,-100.47857142857151,102.97500000000002,16.55170873896592,142.91898012212022
