,Unnamed: 0,index,Unnamed: 0.1,id,x,y,size,frame,track,x_shift,y_shift,x_rotate,y_rotate
0,0,48,48,1,473.1666666666667,471.8333333333333,6,57,1,0.0,0.0,0.0,0.0
1,1,49,49,1,464.5,481.0,2,58,1,-8.666666666666686,9.166666666666686,0.10752604710934754,12.614568048018235
2,2,50,50,1,454.75,489.95,20,59,1,-18.416666666666686,18.116666666666674,-0.7159650441401713,25.823915587644578
3,3,51,51,1,446.35849056603774,497.35849056603774,53,60,1,-26.80817610062894,25.52515723270443,-1.6288481509499206,36.9805193486755
4,4,52,52,1,437.4337349397591,505.68674698795184,83,61,1,-35.732931726907566,33.85341365461852,-2.288512743855474,49.16969326009427
5,5,53,53,1,427.8732394366197,514.4647887323944,71,62,1,-45.29342723004697,42.63145539906105,-3.094613779223007,62.12373866118438
6,6,54,54,1,418.3958333333333,523.125,48,63,1,-54.77083333333337,51.291666666666686,-3.9225046743849035,74.93526012867144
7,7,55,55,1,410.7843137254902,531.6078431372549,51,64,1,-62.382352941176464,59.7745098039216,-3.528479042005472,86.32554556113014
8,8,56,56,1,402.4193548387097,540.9032258064516,62,65,1,-70.74731182795699,69.06989247311827,-3.114269391395702,98.82374969251126
9,9,57,57,1,394.1929824561403,548.8771929824561,57,66,1,-78.97368421052636,77.0438596491228,-3.5161504517262614,110.2734591523205
10,10,58,58,1,385.0483870967742,557.258064516129,62,67,1,-88.11827956989248,85.42473118279571,-4.297795952336706,122.65294469340195
11,11,59,59,1,374.78688524590166,566.2131147540983,61,68,1,-98.37978142076503,94.37978142076503,-5.486458651019845,136.2204951719804
