id,x,y,size,frame,track,ignore,track_fixed
1,704.740813648294,443.59186351706035,1524,1,1,FALSE,1
2,309.84138428262435,397.26748377793797,1387,1,2,FALSE,2
3,596.6207497820401,300.9816913687881,1147,1,3,FALSE,3
4,490.4388185654008,252.66124171187462,1659,1,4,FALSE,4
5,499.6576819407008,123.72506738544475,742,1,5,FALSE,5
1,699.3484076433122,445.39745222929935,1570,2,1,FALSE,1
2,322.94136191677177,393.47604035308956,1586,2,2,FALSE,2
3,566.9525447042641,288.1375515818432,1454,2,3,FALSE,3
4,454.1864406779661,199.82845403184388,1947,2,4,FALSE,4
5,482.753861003861,122.16409266409266,1036,2,5,FALSE,5
1,695.0200878844946,449.13935969868174,1593,3,1,FALSE,1
2,328.30255770430443,382.23955084217096,1603,3,2,FALSE,2
3,555.5130674002751,259.7716643741403,1454,3,3,FALSE,3
4,389.3471115537849,186.4243027888446,2008,3,4,FALSE,4
5,462.83537158984007,114.54186265286924,1063,3,5,FALSE,5
1,691.616687578419,453.525721455458,1594,4,1,FALSE,1
2,324.093574547723,369.6101060511541,1603,4,2,FALSE,2
3,567.8629605688429,231.93729799612152,1547,4,3,FALSE,3
4,332.8738248391885,219.8149430974765,2021,4,4,FALSE,4
5,451.4779005524862,100.00276243093923,1086,4,5,FALSE,5
1,688.9974984365228,458.66791744840526,1599,5,1,FALSE,1
2,312.0875866414619,368.22558286074354,1587,5,2,FALSE,2
4,596.0810465858328,222.1978302488832,1567,5,3,FALSE,3
5,448.31289449954915,80.61496844003607,1109,5,5,FALSE,5
6,317.4009685230024,284.30314769975786,2065,5,4,FALSE,4
1,688.1314465408805,464.02201257861634,1590,6,1,FALSE,1
2,299.5170025188917,377.04596977329976,1588,6,2,FALSE,2
4,620.8173966687231,237.1721159777915,1621,6,3,FALSE,3
5,455.9745390693591,63.934152765583846,1139,6,5,FALSE,5
6,339.9033816425121,332.7719806763285,1035,6,4,FALSE,4
7,360.43469971401333,345.2173498570067,1049,6,6,FALSE,4
1,688.3917396745933,469.6113892365457,1598,7,1,FALSE,1
2,295.88950276243094,385.3941068139963,1629,7,2,FALSE,2
4,626.7092808850646,266.53472649047325,1627,7,3,FALSE,3
5,471.8737419945105,52.68892955169259,1093,7,5,FALSE,5
6,411.9199806013579,356.4408341416101,2062,7,6,FALSE,4
1,689.5630573248408,475.0656050955414,1570,8,1,FALSE,1
2,298.03758471965494,396.7640172520025,1623,8,2,FALSE,2
3,469.46050670640835,323.9185295578738,2013,8,6,FALSE,4
4,609.6178461538461,290.0430769230769,1625,8,3,FALSE,3
5,489.8973634651601,48.78907721280603,1062,8,5,FALSE,5
1,691.216761184625,478.2173913043478,1587,9,1,FALSE,1
2,300.188713592233,399.7918689320388,1648,9,2,FALSE,2
3,580.8691588785047,293.09612817089453,1498,9,3,FALSE,3
4,487.8451213216314,260.4284976768198,1937,9,6,FALSE,4
5,506.66696750902526,53.62996389891697,1108,9,5,FALSE,5
1,694.5855855855856,482.67374517374515,1554,10,1,FALSE,1
2,313.75274725274727,397.6965811965812,1638,10,2,FALSE,2
3,556.8600562587905,270.5717299578059,1422,10,3,FALSE,3
4,456.85443362378265,206.3874935930292,1951,10,6,FALSE,4
5,521.6223214285715,65.7875,1120,10,5,FALSE,5
1,698.752729608221,486.10854206807966,1557,11,1,FALSE,1
2,323.18440594059405,388.3737623762376,1616,11,2,FALSE,2
3,555.1869706840391,239.85472312703584,1535,11,3,FALSE,3
4,395.7598814229249,189.8320158102767,2024,11,6,FALSE,4
5,528.2482993197278,84.34183673469387,1176,11,5,FALSE,5
1,704.5344714379514,489.49441891004597,1523,12,1,FALSE,1
2,322.76477832512313,376.3497536945813,1624,12,2,FALSE,2
3,337.2194388777555,220.72695390781564,1996,12,6,FALSE,4
4,576.0481770833334,219.66927083333334,1536,12,3,FALSE,3
5,525.114081996435,103.24777183600713,1122,12,5,FALSE,5
1,709.7320830542532,491.1326188881447,1493,13,1,FALSE,1
2,315.4163063619518,371.13279802347125,1619,13,2,FALSE,2
4,605.0734536082474,222.0960051546392,1552,13,3,FALSE,3
5,512.1578467153284,117.17700729927007,1096,13,5,FALSE,5
6,320.3633301251203,281.9990375360924,2078,13,6,FALSE,4
1,716.0254295532646,491.03505154639174,1455,14,1,FALSE,1
2,302.7217391304348,374.99378881987576,1610,14,2,FALSE,2
4,624.6892966360856,244.70336391437309,1635,14,3,FALSE,3
5,495.7322097378277,125.11797752808988,1068,14,5,FALSE,5
6,342.2026768642447,331.15200764818354,1046,14,6,FALSE,4
7,362.48045757864634,344.1897044804576,1049,14,7,FALSE,4
1,716.9327445652174,490.51902173913044,1472,15,1,FALSE,1
2,297.74285714285713,379.1347826086957,1610,15,2,FALSE,2
4,620.0872235872235,273.4428746928747,1628,15,3,FALSE,3
5,477.5528007346189,124.39761248852157,1089,15,5,FALSE,5
6,414.3899463152757,355.32796486090774,2049,15,7,FALSE,4
1,722.3243243243244,488.7144837144837,1443,16,1,FALSE,1
2,295.59914320685436,390.20379436964504,1634,16,2,FALSE,2
4,597.8803858520901,288.4983922829582,1555,16,3,FALSE,3
5,461.30726770929164,112.96964121435143,1087,16,5,FALSE,5
6,471.2112259970458,323.9207287050714,2031,16,7,FALSE,4
1,727.3777777777777,485.59283154121863,1395,17,1,FALSE,1
2,300.63219094247245,399.68971848225215,1634,17,2,FALSE,2
3,569.3097643097643,282.3205387205387,1485,17,3,FALSE,3
4,492.422520661157,262.441632231405,1936,17,7,FALSE,4
5,453.4092558983666,94.88203266787659,1102,17,5,FALSE,5
1,731.2269760696157,481.74764321972447,1379,18,1,FALSE,1
2,311.64482547458664,399.7905695039804,1633,18,2,FALSE,2
3,553.1200269723533,251.3762643290627,1483,18,3,FALSE,3
4,466.0738154613466,205.3635910224439,2005,18,7,FALSE,4
5,451.8179419525066,75.29903254177661,1137,18,5,FALSE,5
1,735.7952243125904,476.6331403762663,1382,19,1,FALSE,1
2,322.87791411042946,394.9950920245399,1630,19,2,FALSE,2
3,561.7974513749161,222.682092555332,1491,19,3,FALSE,3
5,461.8849868305531,59.942054433713785,1139,19,5,FALSE,5
6,403.4631992149166,180.4440628066732,2038,19,7,FALSE,4
1,738.3680404916847,471.4186550976139,1383,20,1,FALSE,1
2,327.6637717121588,383.8058312655087,1612,20,2,FALSE,2
3,588.8397932816538,212.36627906976744,1548,20,3,FALSE,3
5,477.1282287822878,49.27029520295203,1084,20,5,FALSE,5
6,343.4110399211434,205.06702809265647,2029,20,7,FALSE,4
1,738.8395522388059,464.684328358209,1340,21,1,FALSE,1
2,323.96875,373.9614361702128,1504,21,2,FALSE,2
3,320.17070707070707,265.9883838383838,1980,21,7,FALSE,4
4,614.3564084989719,226.83550376970527,1459,21,3,FALSE,3
5,495.7439153439153,47.541798941798945,945,21,5,FALSE,5
1,738.4575163398692,458.9832970225127,1377,22,1,FALSE,1
