id,x,y,size,frame,track
1,469.37391304347824,731.008695652174,230,2,1
1,473.6725,723.7175,400,3,1
1,479.39142857142855,710.62,350,4,1
1,485.39820359281435,697.8712574850299,334,5,1
1,491.92123287671234,684.9965753424658,292,6,1
1,499.0275229357798,672.8746177370031,327,7,1
1,506.46278317152104,663.4919093851132,309,8,1
1,515.7418397626112,653.3827893175074,337,9,1
1,523.4122807017544,643.874269005848,342,10,1
1,530.2,634.3159420289855,345,11,1
1,537.1355421686746,623.6807228915662,332,12,1
1,543.34,613.2057142857143,350,13,1
1,551.8072625698323,604.3128491620112,358,14,1
1,561.3294797687861,595.0606936416185,346,15,1
1,571.9162011173185,587.0837988826815,358,16,1
1,583.6857142857143,579.2228571428572,350,17,1
1,595.6422535211268,572.4845070422535,355,18,1
1,608.987012987013,562.8181818181819,385,19,1
1,620.8323353293413,548.9191616766467,334,20,1
1,631.1151515151515,540.8606060606061,330,21,1
1,644.3402985074626,536.5014925373134,335,22,1
1,659.5700636942676,530.6433121019109,314,23,1
1,673.9157608695652,520.8885869565217,368,24,1
1,686.986301369863,511.0794520547945,365,25,1
1,698.9264305177112,503.24795640326977,367,26,1
1,712.2078239608802,497.1246943765281,409,27,1
1,728.1139896373057,491.0025906735751,386,28,1
1,737.9123867069486,491.2084592145015,331,29,1
1,749.2478873239437,490.86478873239435,355,30,1
1,765.5961002785515,486.81058495821725,359,31,1
1,781.1696202531646,479.0759493670886,395,32,1
1,794.3227513227513,473.7936507936508,378,33,1
1,805.478021978022,470.08516483516485,364,34,1
1,820.4810126582279,467.06835443037977,395,35,1
1,835.8688524590164,464.07650273224044,366,36,1
1,852.2083333333334,462.8541666666667,384,37,1
1,866.203125,462.9973958333333,384,38,1
1,878.7350427350427,463.54700854700855,351,39,1
1,892.248,463.984,375,40,1
1,904.2023460410558,464.75366568914956,341,41,1
1,910.0581395348837,465,86,42,1
