id,x,y,size,frame,track,ignore,track_fixed
2,133.38571428571427,355.9672268907563,1190,1,1,TRUE,1
3,334.60967741935485,175.20725806451614,1240,1,2,TRUE,2
4,264.7693981145758,32.1972443799855,1379,1,3,TRUE,3
5,381.21860465116276,10.6,430,1,4,FALSE,3
6,234.5470719051149,673.3076352853966,1349,1,5,TRUE,5
7,228.1343669250646,643.4405684754522,1548,1,6,TRUE,6
2,133.3448598130841,334.64018691588785,1070,2,1,TRUE,1
3,328.6672171758877,177.06275805119736,1211,2,2,TRUE,2
4,270.49785714285713,23.259285714285713,1400,2,3,TRUE,3
5,371.8662900188324,18.220338983050848,531,2,4,FALSE,3
6,234.0442942942943,673.5795795795796,1332,2,5,TRUE,5
7,227.99935191186,643.4744005184705,1543,2,6,TRUE,6
2,137.83207750269108,313.1485468245425,929,3,1,TRUE,1
3,323.1017257039055,177.2615803814714,1101,3,2,TRUE,2
4,266.11092294665536,17.506350550381033,1181,3,3,TRUE,3
5,359.4082191780822,8.90958904109589,365,3,4,FALSE,3
6,228.7759418374091,643.6536682088566,1513,3,6,TRUE,6
7,233.8623076923077,673.7715384615385,1300,3,5,TRUE,5
2,146.17482517482517,292.3936063936064,1001,4,1,TRUE,1
3,316.95340811044,177.36151855047456,1159,4,2,TRUE,2
4,256.0489864864865,17.09037162162162,1184,4,3,TRUE,3
5,228.4574607329843,643.5876963350786,1528,4,6,TRUE,6
6,233.8201989288447,673.9188982402449,1307,4,5,TRUE,5
2,157.01156069364163,273.6329479768786,1038,5,1,TRUE,1
3,310.57474226804123,174.92697594501718,1164,5,2,TRUE,2
4,250.510603588907,24.281402936378466,1226,5,3,TRUE,3
5,228.14146023468058,643.6955671447197,1534,5,6,TRUE,6
6,234.12345679012347,673.6188271604939,1296,5,5,TRUE,5
2,171.94920899250624,258.1856786011657,1201,6,1,TRUE,1
3,304.6156925540432,171.27141713370696,1249,6,2,TRUE,2
4,258.2033773861968,29.56093979441997,1362,6,3,TRUE,3
5,396.5721784776903,9.173228346456693,381,6,4,FALSE,3
6,234.3906836964688,673.3696468820435,1331,6,5,TRUE,5
7,228.35173299101413,643.4929396662387,1558,6,6,TRUE,6
2,190.3715710723192,245.7265170407315,1203,7,1,TRUE,1
3,299.8236286919831,167.32573839662447,1185,7,2,TRUE,2
4,267.74011713030745,23.51683748169839,1366,7,3,TRUE,3
5,392.6777996070727,26.990176817288802,509,7,4,FALSE,3
6,233.9709480122324,673.5978593272172,1308,7,5,TRUE,5
7,228.6913985554826,643.4189100459619,1523,7,6,TRUE,6
2,210.1086956521739,236.6328502415459,1242,8,1,TRUE,1
3,296.0017761989343,163.5683836589698,1126,8,2,TRUE,2
4,374.57494866529777,30.414784394250514,487,8,4,FALSE,3
5,267.77758620689656,16.614655172413794,1160,8,3,TRUE,3
6,228.534255599473,643.5790513833992,1518,8,6,TRUE,6
7,234.47162576687117,673.6096625766871,1304,8,5,TRUE,5
2,230.58234421364986,232.22551928783383,1348,9,1,TRUE,1
3,294.5453020134228,157.06627516778522,1192,9,2,TRUE,2
4,259.59584086799276,15.16003616636528,1106,9,3,TRUE,3
