id,x,y,size,frame,track,ignore,track_fixed
1,500.89144956579827,625.4946559786239,2994,1,1,FALSE,4
2,437.3170731707317,504.4878048780488,82,1,2,TRUE,2
3,365.7493486190724,480.41427826993225,1919,1,3,TRUE,3
4,502.27736093143596,298.30633893919793,3865,1,4,TRUE,4
5,236.37467700258398,293.25581395348837,387,1,5,TRUE,5
1,497.8366101694915,632.5803389830509,2950,2,1,FALSE,4
2,436.52941176470586,505.3529411764706,51,2,2,TRUE,2
3,360.5566790846195,480.0383182543906,1879,2,3,TRUE,3
4,513.6655492521918,300.9559051057246,3878,2,4,TRUE,4
5,249.60362694300517,297.8860103626943,386,2,5,TRUE,5
1,494.02525951557095,639.1910034602076,2890,3,1,FALSE,4
2,356.0516506922258,480.85463258785944,1878,3,3,TRUE,3
3,436,506,1,3,2,TRUE,2
4,525.1166407465008,300.3973561430793,3858,3,4,TRUE,4
5,253.90604026845637,310.77404921700224,447,3,5,TRUE,5
1,490.08909853249475,646.1450034940601,2862,4,1,FALSE,4
2,351.2194225721785,481.9007874015748,1905,4,3,TRUE,3
3,246.64285714285714,322.315668202765,434,4,5,TRUE,5
4,535.9817621371693,296.6778833804264,3893,4,4,TRUE,4
1,486.02592329545456,652.8309659090909,2816,5,1,FALSE,4
2,346.5825857519789,482.9013192612137,1895,5,3,TRUE,3
3,233.19819819819818,323.44144144144144,444,5,5,TRUE,5
4,544.8587992785365,290.27724813192475,3881,5,4,TRUE,4
1,481.66023579849946,659.2150768131476,2799,6,1,FALSE,4
2,342.0740935365213,484.9569101418812,1903,6,3,TRUE,3
3,223.42206235011992,315.18465227817745,417,6,5,TRUE,5
4,551.2543114543115,281.792277992278,3885,6,4,TRUE,4
1,476.71341244156775,665.3257820927723,2781,7,1,FALSE,4
2,338.02259279182357,487.3195266272189,1859,7,3,TRUE,3
3,224.1216931216931,300.9232804232804,378,7,5,TRUE,5
4,555.321955003879,271.83708301008534,3867,7,4,TRUE,4
1,471.71820809248555,670.6401734104046,2768,8,1,FALSE,4
2,334.0204520990312,490.4537136706136,1858,8,3,TRUE,3
3,235.85858585858585,293.3484848484849,396,8,5,TRUE,5
4,556.55847501288,261.08887171561054,3882,8,4,TRUE,4
1,466.9426379247351,674.7420533430763,2737,9,1,FALSE,4
2,329.7486602357985,493.8617363344051,1866,9,3,TRUE,3
3,248.81182795698925,298.23655913978496,372,9,5,TRUE,5
4,554.3856884525962,249.98010849909585,3871,9,4,TRUE,4
1,461.4239598278336,678.140243902439,2788,10,1,FALSE,4
2,326.2706131078224,497.5412262156448,1892,10,3,TRUE,3
3,252.8270509977827,310.93348115299335,451,10,5,TRUE,5
4,549.2427284427284,240.85868725868727,3885,10,4,TRUE,4
1,455.2099784637473,681.4400574300072,2786,11,1,FALSE,4
2,325.7336523125997,499.54811270600743,1881,11,3,TRUE,3
3,245.07158836689038,322.06935123042507,447,11,5,TRUE,5
4,541.712066286898,232.27887105126877,3862,11,4,TRUE,4
1,448.82470546233486,684.7697250981793,2801,12,1,FALSE,4
2,324.2706131078224,502.76955602537,1892,12,3,TRUE,3
3,232.29355608591885,322.7875894988067,419,12,5,TRUE,5
4,531.546887109274,226.34978041849652,3871,12,4,TRUE,4
1,442.16437861271675,687.2593930635838,2768,13,1,FALSE,4
2,322.29063509149626,507.481162540366,1858,13,3,TRUE,3
3,223.34615384615384,313.8538461538462,390,13,5,TRUE,5
4,520.475051975052,222.8622661122661,3848,13,4,TRUE,4
1,436.89644012944984,688.6580366774541,2781,14,1,FALSE,4
2,321.0757737459979,511.9279615795091,1874,14,3,TRUE,3
3,224.31436314363143,300.8861788617886,369,14,5,TRUE,5
4,509.1627966976264,222.6217750257998,3876,14,4,TRUE,4
1,430.7274678111588,689.4252503576538,2796,15,1,FALSE,4
2,320.2507919746568,516.8986272439282,1894,15,3,TRUE,3
3,236.0515759312321,293.0200573065903,349,15,5,TRUE,5
4,498.0112008335504,225.2529304506382,3839,15,4,TRUE,4
1,424.512729844413,690.2418670438473,2828,16,1,FALSE,4
2,319.9820010587612,521.7601905770249,1889,16,3,TRUE,3
3,249.62864077669903,299.06796116504853,412,16,5,TRUE,5
4,487.7417269906929,231.37874870734228,3868,16,4,TRUE,4
1,419.2891265597148,690.2688057040998,2805,17,1,FALSE,4
2,320.0402144772118,526.4155495978553,1865,17,3,TRUE,3
3,252.68641975308643,311.7679012345679,405,17,5,TRUE,5
4,479.06409925045233,239.29464978030498,3869,17,4,TRUE,4
1,413.8393501805054,690.2407942238267,2770,18,1,FALSE,4
2,319.97602179836514,531.5149863760219,1835,18,3,TRUE,3
3,245.08184143222508,322.89002557544757,391,18,5,TRUE,5
4,473.04879958246346,249.22964509394572,3832,18,4,TRUE,4
1,407.460460100647,689.6351545650612,2782,19,1,FALSE,4
2,320.66465422612515,535.9407244785949,1822,19,3,TRUE,3
3,230.9855421686747,322.5734939759036,415,19,5,TRUE,5
4,469.90059539218225,260.3375614807145,3863,19,4,TRUE,4
1,401.05571428571426,688.8007142857143,2800,20,1,FALSE,4
2,321.6823593073593,540.762987012987,1848,20,3,TRUE,3
3,222.00728155339806,313.49514563106794,412,20,5,TRUE,5
4,469.36065996390823,270.2843516370198,3879,20,4,TRUE,4
1,395.96718972895866,687.8327389443652,2804,21,1,FALSE,4
2,322.883378746594,544.9689373297002,1835,21,3,TRUE,3
3,471.8626033057851,279.44938016528926,3872,21,4,TRUE,4
