id,x,y,size,frame,track,ignore,track_fixed
1,528.0333333333333,268.1666666666667,60,1,1,TRUE,1
2,531.7115384615385,74.34615384615384,52,1,2,TRUE,2
3,600.1632653061224,11.081632653061224,49,1,3,TRUE,3
1,600,11.5,8,2,3,TRUE,3
1,487.74678111587986,5.648068669527897,233,3,4,TRUE,4
2,601.5,12,2,3,3,TRUE,3
2,601,13.5,6,4,3,TRUE,3
3,500.8767123287671,4.917808219178082,73,4,5,TRUE,5
4,492,4.589041095890411,73,4,4,TRUE,4
5,482.5529411764706,4.929411764705883,85,4,6,TRUE,6
6,497.02564102564105,12.64102564102564,78,4,7,TRUE,7
7,487.69135802469134,12.691358024691358,81,4,8,FALSE,8
2,601.8666666666667,14.466666666666667,15,5,3,TRUE,3
3,504.57894736842104,15.147368421052631,95,5,2,TRUE,2
4,489.70786516853934,14.49438202247191,89,5,8,FALSE,8
5,496.94565217391306,19.58695652173913,92,5,7,TRUE,7
6,502.7613636363636,6.0227272727272725,88,5,5,TRUE,5
7,494.2708333333333,5.895833333333333,96,5,4,TRUE,4
8,485.08045977011494,5.471264367816092,87,5,6,TRUE,6
2,495,4.9605263157894735,76,6,4,TRUE,4
3,494.09090909090907,19.693181818181817,88,6,8,FALSE,8
4,500.1458333333333,25.46875,96,6,7,TRUE,7
5,509.2352941176471,15.235294117647058,85,6,3,TRUE,3
6,501.83,11.46,100,6,5,TRUE,5
7,508.7647058823529,23.741176470588236,85,6,2,TRUE,2
8,490.7283950617284,11.753086419753087,81,6,6,TRUE,6
2,503.9111111111111,33.111111111111114,90,7,7,TRUE,7
3,502.5194805194805,22.935064935064936,77,7,5,TRUE,5
4,509.44303797468353,19.164556962025316,79,7,3,TRUE,3
5,512,28.505494505494507,91,7,2,TRUE,2
6,500.16279069767444,13.023255813953488,86,7,4,TRUE,4
7,495.9240506329114,27.31645569620253,79,7,8,FALSE,8
8,493.18390804597703,17.091954022988507,87,7,6,TRUE,6
2,605.6538461538462,18.576923076923077,26,8,9,TRUE,9
3,498.13186813186815,29.164835164835164,91,8,8,FALSE,8
4,507.56976744186045,22.046511627906977,86,8,4,TRUE,4
5,507.24,30.906666666666666,75,8,5,TRUE,5
6,502.86046511627904,38.7906976744186,86,8,7,TRUE,7
7,512.6333333333333,39.355555555555554,90,8,3,TRUE,3
8,498.51162790697674,20.127906976744185,86,8,6,TRUE,6
9,515.5952380952381,30.357142857142858,84,8,2,TRUE,2
2,606.027027027027,19.864864864864863,37,9,9,TRUE,9
3,525.5,35,78,9,5,TRUE,5
4,502.85,27.575,80,9,6,TRUE,6
5,511.30864197530866,26.11111111111111,81,9,4,TRUE,4
6,521.2261904761905,42.38095238095238,84,9,3,TRUE,3
7,518.6288659793814,30.257731958762886,97,9,2,TRUE,2
8,513.0326086956521,41.108695652173914,92,9,7,TRUE,7
9,506.4719101123595,35.337078651685395,89,9,8,FALSE,8
2,608.3333333333334,19.333333333333332,6,10,9,TRUE,9
3,508.0421052631579,33.6,95,10,6,TRUE,6
4,519.8888888888889,39.30555555555556,72,10,8,FALSE,8
5,521.6976744186046,48.2093023255814,86,10,3,TRUE,3
6,512.3882352941176,42.588235294117645,85,10,7,TRUE,7
7,529.2,42.62352941176471,85,10,5,TRUE,5
8,516.4705882352941,30.764705882352942,85,10,4,TRUE,4
9,526.2368421052631,33.86842105263158,76,10,2,TRUE,2
2,607,22,7,11,9,TRUE,9
3,532.2903225806451,40.1505376344086,93,11,2,TRUE,2
4,523.8987341772151,52.91139240506329,79,11,3,TRUE,3
5,515.453488372093,46.30232558139535,86,11,7,TRUE,7
6,512.7052631578947,37.873684210526314,95,11,6,TRUE,6
7,524.25,44.078947368421055,76,11,8,FALSE,8
8,532.2530120481928,50.28915662650602,83,11,5,TRUE,5
9,522.5,35.56818181818182,88,11,4,TRUE,4
2,533.2528735632184,49.88505747126437,87,12,2,TRUE,2
3,511.56756756756755,43.95945945945946,74,12,6,TRUE,6
4,530,58.642857142857146,84,12,5,TRUE,5
5,522.2795698924731,56.10752688172043,93,12,3,TRUE,3
6,527.5816326530612,44.183673469387756,98,12,8,FALSE,8
7,519.3333333333334,40.901234567901234,81,12,4,TRUE,4
8,516.3294117647059,50.56470588235294,85,12,7,TRUE,7
2,524.2168674698795,63.34939759036145,83,13,3,TRUE,3
3,540.8888888888889,65.36666666666666,90,13,5,TRUE,5
4,532.2692307692307,60.73076923076923,78,13,7,TRUE,7
5,528.8461538461538,51.83516483516483,91,13,8,FALSE,8
6,532.7171717171717,70.63636363636364,99,13,4,TRUE,4
7,539.1538461538462,55.175824175824175,91,13,2,TRUE,2
8,520.0879120879121,55.02197802197802,91,13,6,TRUE,6
2,539.5675675675676,70.48648648648648,74,14,6,TRUE,6
3,536.390243902439,61.71951219512195,82,14,7,TRUE,7
4,528.7303370786517,65.32584269662921,89,14,3,TRUE,3
5,548.7349397590361,74.44578313253012,83,14,5,TRUE,5
6,542.0833333333334,79.72619047619048,84,14,4,TRUE,4
7,546.3493975903615,65.10843373493977,83,14,2,TRUE,2
8,532.3132530120482,74.33734939759036,83,14,8,FALSE,8
2,544.1098901098901,87.48351648351648,91,15,4,TRUE,4
3,554.4302325581396,81.77906976744185,86,15,5,TRUE,5
4,533.7397260273973,74.53424657534246,73,15,3,TRUE,3
5,551.6987951807229,90.71084337349397,83,15,2,TRUE,2
6,548.9333333333333,75.9888888888889,90,15,8,FALSE,8
7,538.3780487804878,81.53658536585365,82,15,7,TRUE,7
8,541.4342105263158,71.97368421052632,76,15,6,TRUE,6
2,552.0704225352113,95.11267605633803,71,16,2,TRUE,2
3,548.6438356164383,102.68493150684931,73,16,4,TRUE,4
4,543.3414634146342,93.84146341463415,82,16,7,TRUE,7
5,543.7111111111111,85.27777777777777,90,16,3,TRUE,3
6,553.5,86.7560975609756,82,16,8,FALSE,8
