id,x,y,size,frame,track,ignore,track_fixed
1,689.8946322067594,473.4671968190855,1509,1,1,TRUE,1
2,586.6147887323943,238.1049295774648,1420,1,2,TRUE,2
4,471.8440965427267,154.2635355512068,1533,1,3,FALSE,1
5,406.74594594594595,181.4977886977887,2035,1,4,TRUE,4
1,690.0607235142119,472.9515503875969,1548,2,1,TRUE,1
2,559.4440969507427,225.02658326817826,1279,2,5,TRUE,5
4,469.9613559322034,143.96881355932203,1475,2,3,FALSE,1
5,341.539,175.0395,2000,2,6,TRUE,6
1,694.3518151815182,473.2085808580858,1515,3,1,TRUE,1
3,548.1253753753754,197.12087087087087,1332,3,7,TRUE,7
4,463.31937544357703,134.62242725337117,1409,3,3,FALSE,1
5,289.5548223350254,217.30253807106598,1970,3,8,TRUE,8
1,694.3348930481284,473.9886363636364,1496,4,1,TRUE,1
3,558.6093314763231,170.35863509749305,1436,4,5,TRUE,5
4,451.5158987670344,129.17391304347825,1541,4,3,FALSE,1
5,284.263768115942,284.10048309178745,2070,4,9,TRUE,9
1,694.4364123159304,475.22088353413653,1494,5,1,TRUE,1
3,585.5344494526722,159.68126207340632,1553,5,2,TRUE,2
4,440.22379986477347,134.2866801893171,1479,5,3,FALSE,1
5,328.4169865642994,333.8095009596929,2084,5,10,TRUE,10
1,695.55,475.3906666666667,1500,6,1,TRUE,1
3,613.2216014897579,173.76660459342023,1611,6,5,TRUE,5
4,435.6360052562418,144.47831800262813,1522,6,3,FALSE,1
5,395.3864406779661,334.6324455205811,2065,6,11,TRUE,11
1,700.2536715620828,474.0614152202937,1498,7,1,TRUE,1
3,623.0943279901356,202.30147965474723,1622,7,7,TRUE,7
4,439.17852604828465,153.43011435832275,1574,7,3,FALSE,1
5,439.9660243407708,285.0471602434077,1972,7,12,TRUE,12
1,704.49436713055,471.8343273691186,1509,8,1,TRUE,1
2,607.993481095176,227.92112125162973,1534,8,5,TRUE,5
4,449.4521072796935,150.69731800766283,1566,8,3,FALSE,1
5,430.83853658536583,217.54634146341462,2050,8,13,TRUE,13
1,708.1262660364619,468.6812964213369,1481,9,1,TRUE,1
2,581.1695760598503,235.85619285120532,1203,9,2,TRUE,2
4,457.7638691322902,147.32645803698435,1406,9,3,FALSE,1
5,377.2633744855967,177.46399176954733,1944,9,14,TRUE,14
1,711.2189830508474,464.90101694915256,1475,10,1,TRUE,1
2,554.0790454884415,222.1193139448173,1341,10,5,TRUE,5
4,461.99605263157895,137.16315789473686,1520,10,3,FALSE,1
5,311.2301943198804,187.98854010961634,2007,10,15,TRUE,15
1,715.3146143437077,461.69688768606227,1478,11,1,TRUE,1
3,544.8986438258387,191.8986438258387,1401,11,7,TRUE,7
4,459.7645875251509,126.35010060362173,1491,11,3,FALSE,1
5,272.201588877855,243.54071499503476,2014,11,16,TRUE,16
1,717.5953678474115,459.0756130790191,1468,12,1,TRUE,1
3,560.1537376586742,165.14668547249647,1418,12,5,TRUE,5
4,450.3477946493131,119.54446854663775,1383,12,3,FALSE,1
5,287.0175097276265,311.94163424124514,2056,12,17,TRUE,17
1,718.5644504748982,455.123473541384,1474,13,1,TRUE,1
3,587.9323158593231,158.7750497677505,1507,13,2,TRUE,2
4,438.606121091151,119.9121756487026,1503,13,3,FALSE,1
5,344.5333974050937,343.9106198942816,2081,13,18,TRUE,18
1,718.0623728813559,449.5003389830508,1475,14,1,TRUE,1
3,614.0859891761876,174.1659651232712,1663,14,7,TRUE,7
4,430.7725409836066,127.31489071038251,1464,14,3,FALSE,1
5,408.12971120900636,324.0269211943221,2043,14,19,TRUE,19
1,716.5235255135851,444.8999337309476,1509,15,1,TRUE,1
3,619.2609262883235,202.69015003261578,1533,15,7,TRUE,7
4,431.08210947930576,137.19692923898532,1498,15,3,FALSE,1
5,437.77477477477476,262.93743743743744,1998,15,20,TRUE,20
1,714.2826379542396,441.1393001345895,1486,16,1,TRUE,1
2,590.6428571428571,248.14285714285714,14,16,5,TRUE,5
3,603.1620521172639,224.76221498371336,1228,16,2,TRUE,2
5,440.59856115107914,139.12230215827338,1390,16,3,FALSE,1
6,423.3333333333333,154.66666666666666,3,16,21,TRUE,21
7,411.5470711297071,201.1767782426778,1912,16,22,TRUE,22
1,711.0270984798414,436.82419035029744,1513,17,1,TRUE,1
2,574.1258278145696,227.81089036055923,1359,17,2,TRUE,2
3,550,228,1,17,23,TRUE,23
5,446.41520467836256,143.0006497725796,1539,17,3,FALSE,1
6,316.5,1,2,17,24,TRUE,24
7,353.0342396777442,175.54128902316214,1986,17,25,TRUE,25
1,706.8935888962327,433.3773959021811,1513,18,1,TRUE,1
2,550.9646350639579,208.10835214446954,1329,18,23,TRUE,23
4,454.06535947712416,136.6875816993464,1530,18,3,FALSE,1
5,309.09375,2.9375,64,18,24,TRUE,24
6,292.8267002518892,203.86599496221663,1985,18,26,TRUE,26
1,702.4643557880968,430.57750163505557,1529,19,1,TRUE,1
3,546.4394618834081,177.21652786675207,1561,19,23,TRUE,23
4,457.0488599348534,126.11074918566776,1535,19,3,FALSE,1
5,302.0875,2.9875,80,19,24,TRUE,24
6,269.4584923664122,268.5973282442748,2096,19,27,TRUE,27
1,698.1049543676662,428.3298565840939,1534,20,1,TRUE,1
3,567.3640493186243,155.6009085009734,1541,20,2,TRUE,2
4,451.5669344042838,116.07362784471218,1494,20,3,FALSE,1
5,293.375,2.9583333333333335,72,20,24,TRUE,24
6,301.5064935064935,327.7518037518038,2079,20,28,TRUE,28
1,693.2182284980745,427.37483953786904,1558,21,1,TRUE,1
3,596.247138047138,154.793265993266,1485,21,2,TRUE,2
4,441.3225806451613,112.39038841342989,1519,21,3,FALSE,1
5,288.55776892430276,5.681274900398407,251,21,24,TRUE,24
6,368.3404150197629,341.0207509881423,2024,21,29,TRUE,29
1,688.2341935483871,427.16064516129035,1550,22,1,TRUE,1
3,618.7245471580262,175.06495940037476,1601,22,23,TRUE,23
4,431.69364548494985,115.8923076923077,1495,22,3,FALSE,1
5,280.9258160237389,7.994065281899109,337,22,24,TRUE,24
6,423.75339708102666,300.30397584297936,1987,22,30,TRUE,30
1,683.697990926766,427.7790019442644,1543,23,1,TRUE,1
3,617.5582743077914,205.5138441725692,1553,23,23,TRUE,23
4,426.61507671781186,123.26150767178119,1499,23,3,FALSE,1
5,272.62889518413596,9.005665722379604,353,23,24,TRUE,24
6,430.63873829472647,233.42582552981764,2029,23,31,TRUE,31
