,index,Unnamed: 0,id,x,y,size,frame,track,ignore,track_fixed
0,24,24,1,708.5727190605239,166.42547425474254,1107,25,1,False,1
1,25,25,1,702.0451263537906,174.06317689530687,1108,26,1,False,1
2,26,26,1,695.6687555953447,181.64547896150404,1117,27,1,False,1
3,27,27,1,689.5102954341987,189.449418084154,1117,28,1,False,1
4,28,28,1,683.3160762942779,197.3587647593097,1101,29,1,False,1
5,29,29,1,677.0725952813067,204.93647912885663,1102,30,1,False,1
6,30,30,1,670.3203619909502,212.8678733031674,1105,31,1,False,1
7,31,31,1,664.3094582185491,219.7089072543618,1089,32,1,False,1
8,32,32,1,658.1443014705883,226.3051470588236,1088,33,1,False,1
9,33,33,1,652.0673431734317,233.24077490774908,1084,34,1,False,1
10,34,34,1,645.8170955882352,240.203125,1088,35,1,False,1
11,35,35,1,639.686660698299,247.53625783348247,1117,36,1,False,1
