,index,Unnamed: 0,id,x,y,size,frame,track,ignore,track_fixed
0,84,84,1,306.64904284412034,423.8195077484048,1097,85,1,False,1
1,85,85,1,300.2397447584321,424.2123974475843,1097,86,1,False,1
2,86,86,1,293.3992773261066,424.6540198735321,1107,87,1,False,1
3,87,87,1,286.5240253853128,424.9002719854941,1103,88,1,False,1
4,88,88,1,278.5013550135501,426.0252935862692,1107,89,1,False,1
5,89,89,1,271.5350318471338,426.1037306642402,1099,90,1,False,1
6,90,90,1,264.0072727272727,426.1963636363636,1100,91,1,False,1
7,91,91,1,256.41885766092474,425.7506799637353,1103,92,1,False,1
8,92,92,1,248.87218721872188,425.36993699369935,1111,93,1,False,1
9,93,93,1,241.9511754068716,425.1808318264015,1106,94,1,False,1
10,94,94,1,234.9981933152665,424.7118337850045,1107,95,1,False,1
11,95,95,1,227.4731663685152,424.58586762075134,1118,96,1,False,1
