,index,Unnamed: 0,id,x,y,size,frame,track,ignore,track_fixed
0,48,48,1,565.6070110701107,327.8579335793358,1084,49,1,False,1
1,49,49,1,558.8701657458563,334.560773480663,1086,50,1,False,1
2,50,50,1,551.9862258953168,340.4003673094582,1089,51,1,False,1
3,51,51,1,545.6047575480329,345.608417200366,1093,52,1,False,1
4,52,52,1,538.9426456984273,350.4588344125809,1081,53,1,False,1
5,53,53,1,531.8604436229206,355.51756007393715,1082,54,1,False,1
6,54,54,1,524.7142857142857,360.0018552875696,1078,55,1,False,1
7,55,55,1,517.5801668211307,364.1028730305839,1079,56,1,False,1
8,56,56,1,510.6976744186047,368.2846511627907,1075,57,1,False,1
9,57,57,1,503.2279411764706,372.3759191176471,1088,58,1,False,1
10,58,58,1,497.5175276752768,375.8846863468635,1084,59,1,False,1
11,59,59,1,490.19981583793736,379.98710865561696,1086,60,1,False,1
