,index,Unnamed: 0,id,x,y,size,frame,track,ignore,track_fixed
0,12,12,1,790.6559040590406,79.60516605166052,1084,13,1,False,1
1,13,13,1,784.2126276694522,86.34540389972145,1077,14,1,False,1
2,14,14,1,777.308905380334,93.84230055658628,1078,15,1,False,1
3,15,15,1,770.223880597015,101.7285447761194,1072,16,1,False,1
4,16,16,1,763.8534080298787,108.3221288515406,1071,17,1,False,1
5,17,17,1,756.6429889298893,115.49077490774908,1084,18,1,False,1
6,18,18,1,749.2557924003708,122.52826691380908,1079,19,1,False,1
7,19,19,1,742.3213627992634,129.55432780847144,1086,20,1,False,1
8,20,20,1,735.8467815049864,136.61015412511333,1103,21,1,False,1
9,21,21,1,728.8284228769497,144.1481802426343,1154,22,1,False,1
10,22,22,1,722.6426618049226,151.15132178669097,1097,23,1,False,1
11,23,23,1,715.3496376811594,158.89402173913044,1104,24,1,False,1
