,index,Unnamed: 0,id,x,y,size,frame,track,ignore,track_fixed
0,108,108,1,135.81802274715662,414.7191601049869,1143,109,1,False,1
1,109,109,1,128.7899461400359,413.6149012567325,1114,110,1,False,1
2,110,110,1,121.77127659574468,412.7260638297872,1128,111,1,False,1
3,111,111,1,116.43276936776492,411.6482635796973,1123,112,1,False,1
4,112,112,1,109.02055406613049,410.2537980339589,1119,113,1,False,1
5,113,113,1,102.63037752414398,408.7928007023705,1139,114,1,False,1
6,114,114,1,95.4881818181818,407.7209090909091,1100,115,1,False,1
7,115,115,1,88.84088888888888,406.7404444444445,1125,116,1,False,1
8,116,116,1,82.41987466427932,405.95255147717097,1117,117,1,False,1
9,117,117,1,75.23889875666075,405.0364120781528,1126,118,1,False,1
10,118,118,1,68.38154392191659,404.7417923691216,1127,119,1,False,1
11,119,119,1,60.99202127659574,404.02748226950354,1128,120,1,False,1
